KU568940.CDS.2	0.79671	0.62394	0.29063	0.06557	0.71879	0.23704
JZ155186.CDS.1	0.65771	0.49772	0.47608	0.63473	0.61775	0.16619
CY022141.CDS.1	0.14937	0.60989	0.45279	0.59209	0.86859	0.52518
RK89474239.CDS.1	0.87328	0.70175	0.65296	0.87652	0.99660	0.45350
CG39342336.CDS.3	0.40121	0.20799	0.58611	0.61550	0.67675	0.60109
WC039500.CDS.2	0.87584	0.57744	0.31794	0.90652	0.44240	0.83989
NH37985887.CDS.1	0.51845	0.15062	0.88244	0.70371	0.98654	0.97066
RW540444.CDS.1	0.80717	0.72463	0.24447	0.53138	0.95537	0.06572
WY505936.CDS.2	0.06908	0.23606	0.51430	0.59991	0.68634	0.77635
MT653181.CDS.1	0.00291	0.31912	0.99830	0.51342	0.96071	0.03216
GP12978662	0.04262	0.76414	0.87425	0.40948	0.61510	0.01206
M25022.CDS.2	0.49890	0.85084	0.41691	0.73790	0.35009	0.36475
HQ68654049.CDS.1	0.67548	0.92816	0.22408	0.74691	0.73102	0.25856
DH36286023.CDS.1	0.02588	0.38566	0.57189	0.10310	0.56175	0.13480
N78561.CDS.2	0.11818	0.14191	0.40279	0.59243	0.55483	0.88954
TR11131692.CDS.2	0.01554	0.41716	0.06558	0.25597	0.28241	0.59045
SM12668840.CDS.1	0.37290	0.18932	0.27686	0.83597	0.78455	0.24238
B73732	0.08205	0.87908	0.33393	0.13184	0.15732	0.31777
ES08379377.CDS.1	0.83355	0.22398	0.97517	0.08500	0.70555	0.91543
ZL81197682	0.92945	0.26671	0.06696	0.93656	0.93228	0.89422
TE39372200.CDS.1	0.72822	0.64932	0.42358	0.06869	0.41777	0.56028
YO935652.CDS.1	0.46983	0.22687	0.91498	0.81463	0.20531	0.51539
H93205.CDS.1	0.37670	0.14165	0.37557	0.94297	0.64128	0.32305
Z70164.CDS.1	0.91996	0.04091	0.22530	0.00354	0.80824	0.00558
RS03773159	0.52057	0.50579	0.55613	0.82103	0.14706	0.95462
PL248347	0.05780	0.46040	0.63577	0.52856	0.38274	0.45046
AQ02151031.CDS.1	0.70955	0.72961	0.36094	0.00239	0.22348	0.92434
M52813.CDS.1	0.86052	0.74621	0.32049	0.29985	0.11577	0.55596
GB30150150.CDS.2	0.18067	0.50386	0.97782	0.54262	0.09421	0.15146
X13323.CDS.1	0.32505	0.48988	0.26038	0.39270	0.05817	0.96641
PX51630525.CDS.1	0.48118	0.25691	0.95837	0.69996	0.61776	0.17421
IE445698.CDS.1	0.28463	0.99672	0.35439	0.25249	0.62807	0.07693
Y55000.CDS.1	0.05014	0.59415	0.73835	0.17310	0.21806	0.19228
DS30816048.CDS.2	0.72005	0.09601	0.06325	0.41241	0.98391	0.53755
UR116566.CDS.1	0.11751	0.20652	0.70658	0.20121	0.30486	0.82564
DK46785923.CDS.1	0.63951	0.99005	0.91691	0.37024	0.63847	0.70701
UC605875.CDS.1	0.26037	0.23088	0.47651	0.78151	0.62640	0.57764
PI702223.CDS.1	0.93285	0.85511	0.82180	0.76361	0.58821	0.03298
E47855.CDS.2	0.70650	0.06633	0.94325	0.84691	0.45600	0.92907
OU044557.CDS.1	0.55577	0.81811	0.22164	0.74953	0.66154	0.22439
G20481.CDS.1	0.70768	0.27629	0.91293	0.25224	0.75931	0.72313
WU21365597.CDS.2	0.41363	0.29390	0.12502	0.05490	0.86656	0.33324
LY022583.CDS.2	0.30799	0.16854	0.20584	0.73385	0.50040	0.59485
P78203.CDS.2	0.07038	0.52999	0.15516	0.74374	0.64258	0.92270
GC085364.CDS.1	0.02501	0.19977	0.97430	0.01877	0.98850	0.54013
AC64125758	0.82394	0.33803	0.23276	0.12323	0.42721	0.33387
D51551.CDS.1	0.11411	0.46890	0.18821	0.11596	0.42627	0.70000
L35553.CDS.1	0.23888	0.29950	0.68323	0.84028	0.32171	0.33211
MX60422962.CDS.1	0.97614	0.43909	0.90045	0.77882	0.04676	0.35350
L39023.CDS.1	0.23685	0.52377	0.43266	0.70240	0.60345	0.51625
S20362	0.92863	0.79268	0.82455	0.57612	0.14432	0.74847
FA183088.CDS.3	0.65393	0.36189	0.34815	0.40048	0.96490	0.35841
CM49018376.CDS.1	0.20722	0.22925	0.38561	0.65850	0.54865	0.68378
J01880.CDS.1	0.22117	0.02500	0.29268	0.18268	0.75873	0.73736
B27788.CDS.2	0.24146	0.78079	0.97632	0.28872	0.81249	0.66933
BZ493666.CDS.2	0.86620	0.29548	0.94380	0.11816	0.92561	0.01900
EQ17157492.CDS.1	0.13751	0.66103	0.59075	0.08513	0.84474	0.19099
ZA093252.CDS.1	0.20390	0.15224	0.38225	0.98699	0.90754	0.29227
ZY62810614	0.88548	0.35545	0.22550	0.80035	0.25781	0.08561
P20164.CDS.3	0.42647	0.24548	0.93719	0.14109	0.99464	0.62247
E05205.CDS.1	0.41840	0.94264	0.53835	0.79227	0.34495	0.05945
R18492.CDS.1	0.65774	0.78126	0.85251	0.55573	0.01404	0.90457
SE476038.CDS.1	0.93373	0.39239	0.83637	0.04897	0.57493	0.61739
KG86915022.CDS.1	0.23769	0.72922	0.63583	0.23385	0.81941	0.44100
GU490752.CDS.1	0.45731	0.43522	0.50318	0.26632	0.32124	0.13212
UO84914320.CDS.1	0.89115	0.22417	0.77828	0.76833	0.50605	0.78731
AB306475.CDS.1	0.21244	0.54241	0.48151	0.58220	0.27446	0.05198
CX30044495.CDS.1	0.10565	0.38723	0.93834	0.29068	0.96775	0.50315
SM690514.CDS.1	0.14200	0.86070	0.46217	0.63278	0.36373	0.48031
B70311.CDS.2	0.35362	0.34634	0.06271	0.56618	0.33197	0.99240
EU382297.CDS.1	0.32733	0.44752	0.58181	0.19839	0.51162	0.94116
ST175423.CDS.3	0.18699	0.13232	0.04177	0.64401	0.20454	0.89318
EK167101.CDS.1	0.17569	0.50949	0.15885	0.59288	0.06132	0.10639
FS882380.CDS.1	0.60481	0.09964	0.01710	0.94552	0.33706	0.91470
XB60072535.CDS.1	0.54264	0.85477	0.45018	0.02811	0.29475	0.24191
XG20290584.CDS.1	0.79002	0.16528	0.92039	0.18134	0.93209	0.59962
A25655.CDS.1	0.77515	0.13212	0.08886	0.95059	0.06037	0.41431
M09608.CDS.1	0.65556	0.18106	0.00924	0.40314	0.17006	0.91922
ZJ70054721.CDS.3	0.13105	0.52620	0.92306	0.19116	0.06038	0.48355
NL315120.CDS.1	0.89966	0.39913	0.59224	0.66272	0.02336	0.96091
XS76039248.CDS.1	0.37901	0.75825	0.47700	0.34689	0.24954	0.08036
NN92961689.CDS.1	0.29118	0.78614	0.38489	0.76107	0.66134	0.18873
DG18639781.CDS.2	0.87291	0.84476	0.27737	0.87803	0.13620	0.64960
F82780.CDS.1	0.72824	0.97402	0.24128	0.86770	0.28645	0.30759
YW86368704.CDS.1	0.71399	0.49661	0.73174	0.58452	0.35041	0.56886
YO51084090.CDS.1	0.13885	0.05272	0.54289	0.82955	0.47483	0.74348
JD141376.CDS.3	0.80939	0.05825	0.46915	0.24372	0.04183	0.73755
FO69426714.CDS.1	0.84377	0.41260	0.43823	0.84753	0.95835	0.11011
KN33631989.CDS.1	0.84650	0.75776	0.37766	0.86254	0.50571	0.64630
DU24280546.CDS.1	0.07700	0.99703	0.38647	0.54035	0.84254	0.44338
MP52807250.CDS.1	0.31086	0.39073	0.35841	0.78211	0.19971	0.95130
OB761393.CDS.1	0.77448	0.81457	0.34275	0.51396	0.23932	0.68479
EX27155650.CDS.1	0.83174	0.37415	0.98148	0.85182	0.88966	0.93562
ME12979585.CDS.1	0.10180	0.89230	0.93866	0.05619	0.53603	0.00004
FB541761.CDS.1	0.24133	0.91560	0.74978	0.44372	0.59226	0.90437
AD568264.CDS.1	0.40460	0.61930	0.59849	0.92558	0.42758	0.80566
HJ820832.CDS.1	0.13206	0.07764	0.17707	0.51087	0.02725	0.56251
E42840.CDS.2	0.21091	0.89338	0.68552	0.57624	0.85414	0.06712
YP18445156.CDS.3	0.38711	0.98003	0.51982	0.71242	0.76728	0.05929
ZN19751368.CDS.1	0.22011	0.41589	0.73173	0.90602	0.63144	0.46531
BR15103163.CDS.1	0.42980	0.41180	0.44265	0.37134	0.04193	0.07266
S15080.CDS.1	0.61906	0.08012	0.64676	0.50181	0.90867	0.74680
GT00674967.CDS.2	0.87365	0.11647	0.95929	0.81680	0.79521	0.27910
YC745925.CDS.3	0.64948	0.46519	0.18706	0.36504	0.56158	0.82014
N34278.CDS.1	0.38099	0.59024	0.77111	0.73523	0.91309	0.86850
NP597196.CDS.2	0.49310	0.00940	0.91020	0.28354	0.23025	0.03831
P92150.CDS.1	0.51841	0.71021	0.31778	0.14583	0.49617	0.22629
XA799805.CDS.3	0.71077	0.96671	0.49133	0.51978	0.77625	0.68032
JR15428480.CDS.2	0.11270	0.05729	0.52981	0.79163	0.20088	0.13869
HG92578142.CDS.1	0.73578	0.98425	0.51440	0.11011	0.63348	0.70943
N00218.CDS.3	0.60295	0.13247	0.21520	0.03230	0.96059	0.38811
I82715.CDS.1	0.89440	0.55996	0.34742	0.06791	0.35587	0.16101
FT821785.CDS.1	0.58745	0.68393	0.96789	0.94974	0.74162	0.86565
WL61775995.CDS.2	0.85866	0.04999	0.16898	0.28246	0.24160	0.83534
EZ76795992.CDS.2	0.13430	0.71370	0.66456	0.21669	0.08191	0.24940
PF90013592.CDS.1	0.67880	0.85673	0.66210	0.28085	0.22905	0.91601
Q28984.CDS.2	0.21683	0.42502	0.11436	0.19721	0.69228	0.94431
TU347156.CDS.1	0.71562	0.73394	0.89513	0.44011	0.36445	0.78119
KB60271154.CDS.3	0.38969	0.04494	0.82682	0.37443	0.25569	0.73669
NC218763.CDS.1	0.35678	0.41674	0.35847	0.05856	0.81822	0.79408
PI522646.CDS.1	0.04206	0.65105	0.54249	0.01375	0.16372	0.36674
GS79566111.CDS.1	0.42922	0.70068	0.12337	0.03939	0.36740	0.81898
WS05895588.CDS.1	0.96965	0.17944	0.44459	0.46749	0.43803	0.30281
UO343783.CDS.2	0.04718	0.39963	0.69865	0.15440	0.35157	0.35019
I31792.CDS.1	0.61033	0.91837	0.21000	0.52631	0.83508	0.27133
QP79210582.CDS.1	0.03016	0.80314	0.24222	0.67090	0.45456	0.56354
OO47113090.CDS.1	0.27157	0.38068	0.85330	0.61973	0.29667	0.80335
DW71907622.CDS.1	0.70214	0.51974	0.53837	0.92115	0.69248	0.58422
K60549.CDS.1	0.43630	0.71243	0.51339	0.32226	0.99270	0.95615
OP735925.CDS.1	0.91478	0.90938	0.14881	0.27474	0.10165	0.04109
NB095755.CDS.1	0.33356	0.55304	0.82367	0.17841	0.29207	0.68956
SS95092098.CDS.1	0.55134	0.09351	0.30592	0.82751	0.49690	0.76123
NC98523982.CDS.1	0.41155	0.70471	0.73113	0.57777	0.22871	0.96349
IA422761.CDS.1	0.00149	0.55428	0.75316	0.54822	0.21689	0.79628
JD22079958.CDS.1	0.37601	0.34533	0.45660	0.94646	0.50017	0.30144
UE87545959.CDS.1	0.64444	0.52355	0.09370	0.97056	0.98578	0.00477
NL09352245.CDS.3	0.46814	0.18472	0.14790	0.13917	0.24394	0.15669
EQ59488323.CDS.3	0.81341	0.52819	0.79765	0.36523	0.49646	0.39469
FK65158013.CDS.1	0.49321	0.71152	0.96872	0.90118	0.02656	0.82605
EK54840461.CDS.1	0.99140	0.47843	0.17291	0.14706	0.92343	0.74078
IU660085.CDS.3	0.66301	0.38350	0.29494	0.76343	0.83634	0.12420
KQ15268016.CDS.1	0.82815	0.34146	0.57327	0.63717	0.03805	0.07405
PA74914522.CDS.3	0.97751	0.21951	0.57835	0.80278	0.76910	0.23720
B16450.CDS.1	0.76061	0.46833	0.66955	0.90214	0.91379	0.15037
XW704545.CDS.1	0.86952	0.95495	0.83736	0.57153	0.59761	0.40628
GD92702904	0.28000	0.93221	0.78471	0.63576	0.58149	0.81312
TM05873929.CDS.1	0.60405	0.30164	0.78430	0.93521	0.36333	0.17495
U94424.CDS.1	0.06250	0.88454	0.34061	0.24729	0.56364	0.67532
RH827557.CDS.2	0.07989	0.95346	0.79302	0.06554	0.06875	0.16481
HF934938.CDS.1	0.28218	0.70787	0.42381	0.32482	0.94520	0.56970
QF222266.CDS.1	0.61243	0.27588	0.50405	0.19664	0.91508	0.22795
MU250618.CDS.3	0.24386	0.18509	0.36889	0.29802	0.51237	0.15928
DL188384.CDS.1	0.26810	0.04536	0.23958	0.36723	0.40044	0.85902
HS60965707.CDS.1	0.32114	0.26856	0.86116	0.46094	0.49557	0.77941
IX994662.CDS.2	0.76656	0.82583	0.89087	0.51256	0.27695	0.84619
TW792670.CDS.1	0.65016	0.57697	0.96026	0.85629	0.88957	0.65620
CG50535027.CDS.1	0.55271	0.46689	0.10906	0.58657	0.79762	0.79393
YB98904076.CDS.3	0.56077	0.63218	0.90889	0.04088	0.81753	0.12538
X00580	0.79433	0.36461	0.52126	0.01076	0.97619	0.34058
JH351822.CDS.3	0.68184	0.71164	0.81998	0.94024	0.22744	0.58869
NL00683044.CDS.3	0.26773	0.46138	0.47261	0.16595	0.49340	0.42254
LS91768055.CDS.2	0.30615	0.12997	0.65248	0.37174	0.48174	0.66812
AA34813174	0.44442	0.53732	0.40171	0.07150	0.58792	0.40738
N72982.CDS.2	0.18169	0.98944	0.46576	0.45415	0.95342	0.80699
HH530652.CDS.1	0.86504	0.84461	0.11425	0.01879	0.74821	0.99457
A52873.CDS.1	0.78210	0.67684	0.92166	0.71710	0.70732	0.32799
EP026941	0.27714	0.30796	0.87506	0.20221	0.43369	0.90898
GT734067.CDS.1	0.90713	0.60656	0.68474	0.17680	0.49765	0.57974
JO966982	0.12872	0.29711	0.70296	0.26100	0.83647	0.10617
YM04397951.CDS.1	0.07720	0.07710	0.41027	0.04936	0.67219	0.15437
BA640763.CDS.1	0.87800	0.76532	0.01069	0.16287	0.38197	0.12539
BP691707.CDS.2	0.63252	0.16339	0.15464	0.10179	0.91017	0.92126
DY75284384.CDS.1	0.10322	0.19956	0.05407	0.43112	0.08693	0.29641
KH64749035.CDS.1	0.33969	0.47906	0.90358	0.75601	0.00154	0.11091
WZ60692118.CDS.1	0.78125	0.58062	0.10986	0.74633	0.40121	0.59210
RU589372.CDS.1	0.47815	0.40485	0.66555	0.49062	0.84976	0.11020
MT091828.CDS.2	0.28581	0.73642	0.70386	0.36218	0.80031	0.42869
MM61847837.CDS.1	0.51502	0.92893	0.62466	0.90694	0.13161	0.66880
ZZ807147.CDS.1	0.95775	0.67691	0.12411	0.40113	0.51789	0.83843
XM51326963.CDS.2	0.53859	0.53999	0.35385	0.10392	0.80470	0.83079
TL62967262	0.57785	0.84453	0.98585	0.17618	0.77702	0.46391
EJ31344644.CDS.1	0.02716	0.68324	0.10797	0.95880	0.32547	0.99758
KW506580.CDS.1	0.54366	0.33505	0.99315	0.32956	0.29931	0.46549
ZR173035.CDS.1	0.28692	0.98184	0.45092	0.15583	0.26500	0.67664
YX551405.CDS.1	0.16570	0.56329	0.65378	0.75587	0.14522	0.51228
TC035649.CDS.1	0.86311	0.92140	0.79277	0.43793	0.97963	0.08847
PC22435765.CDS.1	0.60801	0.40677	0.39862	0.59469	0.53772	0.85660
HN90469912.CDS.1	0.01542	0.31470	0.65610	0.78316	0.54651	0.06294
RU14641464.CDS.1	0.44600	0.86492	0.51914	0.34068	0.38861	0.16389
IY40372776	0.68821	0.65504	0.66504	0.62274	0.45527	0.10315
AI946794.CDS.1	0.83810	0.11023	0.31926	0.56600	0.92248	0.29333
UP242454.CDS.2	0.44004	0.91387	0.16486	0.55021	0.12067	0.39688
XN152186.CDS.1	0.34848	0.60481	0.14903	0.81611	0.50475	0.41097
MM677520.CDS.1	0.60764	0.13808	0.16626	0.24035	0.66185	0.53936
A22537.CDS.1	0.56929	0.58206	0.86739	0.31352	0.44931	0.03049
IY278410.CDS.3	0.91571	0.23800	0.69829	0.44777	0.48667	0.45453
X69456.CDS.1	0.55207	0.78219	0.60660	0.89142	0.92722	0.29476
R45215.CDS.1	0.08805	0.56387	0.11263	0.51882	0.14648	0.00004
K41069.CDS.1	0.54535	0.47520	0.47286	0.80335	0.64740	0.62741
AF95587768.CDS.3	0.39215	0.05354	0.40838	0.01449	0.20686	0.54487
NY67583550.CDS.2	0.48545	0.86392	0.28497	0.34077	0.73124	0.30875
RG667384	0.81983	0.56136	0.39975	0.31869	0.07056	0.31533
DI481905.CDS.1	0.76636	0.09121	0.68254	0.60984	0.23082	0.32264
KY76860118.CDS.1	0.82649	0.84309	0.79174	0.97533	0.25853	0.73132
AH40843443.CDS.1	0.82089	0.25708	0.14973	0.44093	0.96126	0.71975
Y12380.CDS.2	0.93343	0.16870	0.02437	0.80091	0.24301	0.77627
BX338192.CDS.2	0.02894	0.55151	0.97255	0.94128	0.28488	0.85105
EM935099.CDS.2	0.16816	0.68674	0.55458	0.30851	0.82196	0.79499
M94100.CDS.1	0.63464	0.50790	0.85385	0.93463	0.60165	0.74942
YU182135.CDS.1	0.61000	0.14559	0.22004	0.12290	0.66983	0.67288
BH486656.CDS.1	0.48756	0.01369	0.02707	0.12474	0.85804	0.01984
T43852.CDS.1	0.84079	0.14171	0.59541	0.69428	0.22796	0.91976
SD329990.CDS.1	0.68202	0.93456	0.77069	0.61480	0.36672	0.10408
O18849.CDS.2	0.32488	0.37010	0.60655	0.88856	0.20471	0.06986
TX247844.CDS.1	0.45291	0.49571	0.24650	0.26834	0.06983	0.40705
PB428034.CDS.2	0.83091	0.31661	0.53614	0.33973	0.41760	0.74209
M56212.CDS.2	0.36728	0.94083	0.67963	0.78190	0.21920	0.66429
XQ21688905	0.27257	0.81701	0.53863	0.81578	0.94492	0.30925
BY847049.CDS.2	0.41760	0.25485	0.66170	0.74611	0.74262	0.87677
LA03359781.CDS.1	0.08821	0.51578	0.89698	0.73178	0.48178	0.42852
K41556	0.51372	0.28086	0.42222	0.31179	0.63669	0.28822
CC686488.CDS.3	0.90573	0.47495	0.66447	0.93027	0.15474	0.20720
HI06039702.CDS.1	0.44810	0.67470	0.81749	0.06937	0.66550	0.65735
RK52946912.CDS.1	0.96546	0.47113	0.04439	0.27013	0.47538	0.34317
XC408834.CDS.1	0.53663	0.86338	0.35511	0.00422	0.83400	0.04278
HO273271.CDS.2	0.15763	0.02822	0.08233	0.74775	0.47489	0.44906
WA515685.CDS.2	0.63457	0.78309	0.14075	0.84127	0.04862	0.26983
M39957.CDS.1	0.92378	0.34297	0.33376	0.15586	0.05461	0.81880
KL693002.CDS.2	0.41672	0.79840	0.78768	0.67435	0.30082	0.37147
UN175810.CDS.1	0.35346	0.32317	0.83788	0.55862	0.86791	0.02431
DB679267.CDS.2	0.55537	0.28137	0.66229	0.44507	0.51327	0.84828
LL231571.CDS.2	0.03657	0.13305	0.18567	0.15513	0.03643	0.60286
WU86112616.CDS.2	0.37723	0.26698	0.16987	0.63570	0.58486	0.99342
KQ08529553	0.67560	0.18496	0.24296	0.29689	0.06462	0.61480
NJ546466.CDS.1	0.81182	0.03699	0.26022	0.39480	0.99133	0.69069
CT53601249.CDS.1	0.47771	0.68243	0.89473	0.96667	0.11024	0.58912
